bone morphogenetic protein signaling pathway,tumor suppressor gene.,electrochemical gradient establishment,blood vessel maturation,defense against infection,bone morphogenetic protein signaling
intron removal,'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,phospholipid biosynthetic process,trapp complex,coenzyme q10 biosynthesis
protein localization to site of double-strand break,protein catabolic process at postsynapse,protein localization to cell surface,lipid hydroperoxide reduction,mitochondrial respirasome assembly,response to activity
cytokine signaling inhibition,threonylcarbamoyl-amp synthase,embryonic axis specification,peptidylprolyl isomerase activity,hect-type e3 ubiquitin ligase activity,aldehyde dehydrogenase [nad(p)+] activity
microenvironment modulation,chromosomal demethylation pathway,serotonin biosynthesis,ecm interaction,gi/o-coupled serotonin receptor activity,voltage-gated monoatomic cation channel activity
eif4f complex,h2bs36,eif4f complex interaction,mitotic spindle assembly,hindbrain development,cpnpg substrates
corvet complex,udp-d-xylose:beta-d-glucoside alpha-1,'de novo' amp synthesis,'de novo' pyrimidine nucleobase biosynthetic process,'de novo' purine biosynthesis,'de novo' ctp biosynthetic process
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,phosphatidylethanolamine biosynthetic process,k48-linked ubiquitination,spliceosome,glutathione-disulfide reductase (nadph) activity
developmental abnormalities,protein localization to site of double-strand break,lipid hydroperoxide reduction,cellular architecture modulation,potential therapeutic target,diacyglycerol binding
methyl/ethyl malonyl-coa decarboxylase activity,gamma-delta intraepithelial t cell differentiation,scaffolding protein function,eif2 complex assembly,u5 snrnp,phosphatidylethanolamine biosynthetic process
protein localization to organelle,protein localization to centrosome,protein localization to plasma membrane regulation,protein localization to site of double-strand break,protein localization to cell surface,protein catabolic process at postsynapse
nucleus,imprinting,mrna degradation,mitochondrial matrix,ergic2 protein,skeletal development
cellular response to amine stimulus,insulin stimulus,interleukin-20 binding,translocation,xenobiotic detoxification,protein targeting to peroxisome
choline catabolic process,gamma-delta t cell activation,immune cell function,immune cell development,vesicle tethering to endoplasmic reticulum,15-hydroxyprostaglandin dehydrogenase (nad+) activity
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,k48-linked ubiquitination,u5 snrnp,scaffolding protein function,phosphatidylethanolamine biosynthetic process
intron removal,actin cytoskeleton dynamics,histone h2b ubiquitination,diacylglycerol generation,cohesin loading,ectonucleoside triphosphate diphosphohydrolase activity
u5 snrnp,spliceosome complex assembly,spliceosome assembly,scaffolding protein function,all-trans-retinol 13,ctf18 rfc-like complex
imprinting,nucleus,tumor suppressor gene regulation,mrna degradation,tumor type association,wd repeat
mrna degradation,tumor type association,electrochemical gradient establishment,imprinting,tumor suppressor gene regulation,tumor suppressor gene expression
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,glutathione-disulfide reductase (nadph) activity,secretory granule location,myo-inositol transmembrane transporter activity,alcohol dehydrogenase (nad+) activity
methyl/ethyl malonyl-coa decarboxylase activity,myo-inositol transmembrane transporter activity,gamma-delta intraepithelial t cell differentiation,dol-p-man:man(5)glcnac(2)-pp-dol alpha-1,alcohol dehydrogenase (nad+) activity,phosphatidylethanolamine biosynthetic process
protein localization to organelle,protein localization to centrosome,protein localization to site of double-strand break,protein localization to plasma membrane regulation,protein localization to cell surface,protein catabolic process at postsynapse
protein localization to organelle,protein localization to site of double-strand break,protein localization to cell surface,protein localization to plasma membrane regulation,protein catabolic process at postsynapse,protein localization to centrosome
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein catabolic process at postsynapse,protein localization to centrosome,lipid hydroperoxide reduction
protein-arginine deiminase activity,vascular endothelial growth factor (vegf) signaling regulation,protein phosphatase type 2a complex,vascular permeability regulation,regulation of multicellular organism growth,cell morphogenesis involved in neuron differentiation
mrna degradation,mrna catabolism,mrna regulation,electrochemical gradient establishment,mrna destabilization,mrna localization
cholesterol binding,carbohydrate transport,bone morphogenetic protein signaling pathway,glycolysis,alpha-1,sodium channel inhibition
protein localization to organelle,protein localization to site of double-strand break,protein localization to plasma membrane regulation,protein localization to centrosome,protein localization to cell surface,protein catabolic process at postsynapse
protein localization to cell-cell junction,translocation,response to calcium ion,protein misfolding.,chemotaxis,protein localization to cell junction
tumor suppressor gene regulation,organelle biogenesis,tumor type association,nurd complex,tumor suppressor gene expression,tumor recognition
protein localization to site of double-strand break,protein catabolic process at postsynapse,protein localization to cell surface,mitochondrial respirasome assembly,protein localization to kinetochore,protein localization to organelle
tumor suppressor gene.,electrolyte balance,blood vessel maturation,electrochemical gradient establishment,bone morphogenetic protein signaling pathway,mutsβ complex
developmental abnormalities,lipid hydroperoxide reduction,protein localization to site of double-strand break,cellular architecture modulation,biomineralization,potential therapeutic target
glutathione-disulfide reductase (nadph) activity,methyl/ethyl malonyl-coa decarboxylase activity,secretory granule location,eif2 complex assembly,cellular response to prostaglandin d stimulus,k48-linked ubiquitination
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein localization to plasma membrane regulation,lipid hydroperoxide reduction,protein catabolic process at postsynapse
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein catabolic process at postsynapse,lipid hydroperoxide reduction,protein localization to centrosome
protein localization to site of double-strand break,protein localization to cell surface,protein localization to organelle,lipid hydroperoxide reduction,protein catabolic process at postsynapse,protein localization to kinetochore
phospholipid biosynthetic process,rdna heterochromatin formation,coenzyme q10 biosynthesis,store-operated calcium entry,cilium assembly negative regulation,histone h2axy142 phosphatase activity
intron removal,store-operated calcium entry,trapp complex,'de novo' nad biosynthetic process from tryptophan,phospholipid biosynthetic process,rdna heterochromatin formation
bone morphogenetic protein signaling pathway,tumor suppressor gene.,phospholipase activity,tumor microenvironment.,nurd complex,cancer related alteration in expression
protein localization to site of double-strand break,lipid hydroperoxide reduction,protein localization to organelle,protein localization to cell surface,developmental abnormalities,protein catabolic process at postsynapse
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein localization to centrosome,protein localization to plasma membrane regulation,protein catabolic process at postsynapse
metabolic adaptation,protein tyrosine kinase adaptor activity,oncogene/tumor suppressor gene regulation,pathogen lysis,processivity factor activity,copii-coated vesicle cargo loading
smoothened signaling pathway modulation,cullin 3 complex,mrna metabolic process,mrna regulation,regulation of cell growth and proliferation,receptor clustering
golgi apparatus mannose trimming,cyclic adp-ribose generating,erythroid differentiation,secretory granule,erythropoiesis,emt modulation
u5 snrnp,spliceosomal complex localization,eif2 complex assembly,scaffolding protein function,k48-linked ubiquitination,k63-linked ubiquitination
u5 snrnp,scaffolding protein function,methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,k48-linked ubiquitination,retinal rod cell development
coenzyme q10 biosynthesis,phospholipid biosynthetic process,rdna heterochromatin formation,cilium assembly negative regulation,aldose 1-epimerase activity,glutathione-disulfide reductase (nadph) activity
scaffolding protein function,u1 snrnp,coenzyme q10 biosynthesis,u5 snrnp,ctf18 rfc-like complex,gamma-delta intraepithelial t cell differentiation
protein localization to organelle,protein localization to site of double-strand break,protein localization to cell surface,protein catabolic process at postsynapse,protein localization to centrosome,protein localization to plasma membrane regulation
protein phosphatase 1 binding,protein phosphatase regulator activity,mitogen-activated protein kinase binding,protein homeostasis,protein phosphatase binding,protein tyrosine kinase binding
protein homeostasis,co-repressor interaction,interleukin-7 receptor binding,protein-macromolecule adaptor activity,co-repressor complex interaction,circadian rhythm entrainment
protein localization to cell-cell junction,protein trafficking,protein localization to synapse,protein localization to kinetochore,lipid mediator sensing,protein asparagine 3-dioxygenase activity
methylmalonyl-coa epimerase activity,phosphatidylethanolamine biosynthetic process,methyl/ethyl malonyl-coa decarboxylase activity,alcohol dehydrogenase (nad+) activity,myo-inositol transmembrane transporter activity,extrinsic apoptotic signaling pathway regulation
gliogenesis,wnt signaling,t cell mediated immunity,zyxin,cellular movement,tnf signaling
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,solute:inorganic anion antiporter activity,quaternary ammonium group transport,gamma-delta intraepithelial t cell differentiation,retrograde vesicle-mediated transport
glutathione-disulfide reductase (nadph) activity,dihydroorotate dehydrogenase activity,'de novo' nad biosynthetic process from tryptophan,phospholipid biosynthetic process,histone h2axs140 phosphatase activity,secretory granule location
protein localization to site of double-strand break,protein localization to organelle,lipid hydroperoxide reduction,protein localization to cell surface,protein localization to plasma membrane regulation,protein catabolic process at postsynapse
protein localization to organelle,protein localization to centrosome,chemorepulsion,cell morphogenesis,microtubule tethering,microtubule anchoring
gliogenesis,tnf signaling,wnt signaling,zyxin,t cell mediated immunity,cellular movement
coenzyme q10 biosynthesis,scaffolding protein function,methyl/ethyl malonyl-coa decarboxylase activity,erad pathway regulation,u5 snrnp,u1 snrnp
choline catabolic process,vesicle tethering to endoplasmic reticulum,interleukin-20 binding,tap complex binding,xenobiotic detoxification,interleukin-8 binding
protein localization to site of double-strand break,protein localization to organelle,protein catabolic process at postsynapse,lipid hydroperoxide reduction,protein localization to plasma membrane regulation,protein localization to cell surface
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,k63-linked ubiquitination,ecm organization,u5 snrnp
tumor suppressor gene regulation,organelle biogenesis,tumor type association,nurd complex,tumor suppressor gene expression,tumor recognition
k48-linked ubiquitination,eif2 complex assembly,u5 snrnp,methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,k63-linked ubiquitination
u5 snrnp,ecm interaction,dna/rna synthesis,solute:inorganic anion antiporter activity,alanine-glyoxylate transaminase activity,retrograde vesicle-mediated transport
pyrroline-5-carboxylate reductase activity,glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,secretory granule location,phosphatidylethanolamine biosynthetic process
u2 snrnp,u5 snrnp,retinal rod cell development,u6 snrnp,spliceosomal complex assembly,eif2 complex assembly
u5 snrnp,ecm organization,eif2 complex assembly,spliceosomal complex assembly,k63-linked ubiquitination,cytoplasmic translational initiation
chromocenter,axoneme,cell leading edge,xenobiotic detoxification,cytoplasmic ribonucleoprotein granule association,cullin-ring ubiquitin ligase complex
gliogenesis,cellular movement,rotational mechanism,zyxin,wnt signaling,tumor microenvironment adaptation
bone formation,protein tyrosine kinase adaptor activity,copii-coated vesicle cargo loading,protein tyrosine kinase activator activity,protein serine/threonine kinase activator activity,metabolic adaptation
zyxin,glucose-1,regulation of neuronal synaptic plasticity,regulation of synaptic activity,tumor microenvironment adaptation,thiolester hydrolase activity
coenzyme q10 biosynthesis,cilium assembly negative regulation,ketone body catabolism,vcp-npl4-ufd1 aaa atpase complex,myo-inositol transport,rdna heterochromatin formation
ecm interaction,solute:inorganic anion antiporter activity,dna/rna synthesis,retrograde vesicle-mediated transport,gamma-delta intraepithelial t cell differentiation,u5 snrnp
developmental abnormalities,lipid hydroperoxide reduction,protein localization to site of double-strand break,biomineralization,cellular architecture modulation,biotin ligase activity
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein localization to plasma membrane regulation,lipid hydroperoxide reduction,protein catabolic process at postsynapse
protein phosphatase type 2a complex,protein tyrosine kinase signaling pathway,protein adp-ribosyltransferase substrate adaptor activity,regulation of proteasomal protein degradation,proteasome complex,transcription elongation-coupled chromatin remodeling
phospholipid transfer activity,regulation of immune response to tumor cell,regulation of neurogenesis,cholinergic,sumo transferase activity,glucose 1-phosphate metabolic process
triose-phosphate isomerase activity,inflammation-mediated tumor growth,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,c2h2-type domain,prostaglandin metabolic process,constitutive heterochromatin formation
cullin 3 complex,n-end rule pathway,fructose-2,non-coding rna transcription,viral rna genome packaging,positive regulation of g protein-coupled receptor signaling pathway
ligand binding,developmental patterning,neuron projection morphogenesis,nadp binding,tight junction,carbon-carbon lyase activity
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,k48-linked ubiquitination,gamma-delta intraepithelial t cell differentiation,phosphatidylethanolamine biosynthetic process,scaffolding protein function
phospholipid biosynthetic process,'de novo' nad biosynthetic process from tryptophan,coenzyme q10 biosynthesis,store-operated calcium entry,rdna heterochromatin formation,vcp-npl4-ufd1 aaa atpase complex
u5 snrnp,aldo-keto reductase (nadph) activity,antigen processing and presentation via mhc class ii,spliceosomal complex assembly,ecm organization,myo-inositol transport
rab6-interacting golgin,mitochondrial matrix,udp-d-xylose:beta-d-glucoside alpha-1,complex iv assembly,'de novo' amp synthesis,mit domain binding
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,glutathione-disulfide reductase (nadph) activity,kinetochore association,cellular response to prostaglandin d stimulus,secretory granule location
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,secretory granule location,phospholipid biosynthetic process,dihydroorotate dehydrogenase activity,pyrroline-5-carboxylate reductase activity
histone h2axs140 phosphatase activity,pyrroline-5-carboxylate reductase activity,glutathione-disulfide reductase (nadph) activity,3'-phosphoadenosine 5'-phosphosulfate metabolic process,rna polymerase ii ctd isomerase activity,neurotrophin receptor activity
translocation complex,viral transcription regulation,neurodevelopmental impact,intron removal,cellular architecture,elastin catabolic process
cullin 3 complex,bone formation,vascular endothelial growth factor signaling,alpha-glucosidase activity,mitochondrial proton-transporting atp synthase complex binding,regulation of proteasomal protein degradation
electrochemical gradient establishment,mrna degradation,tumor type association,imprinting,3',pathogen defense
protein asparagine 3-dioxygenase activity,protein trafficking,developmental process,cellular response to growth factor stimulus,protein serine/threonine/tyrosine kinase activity,fatty acid biosynthetic process
bone morphogenetic protein signaling pathway,phospholipase activity,phosphoinositide binding,bone morphogenetic protein signaling,peptidase activator activity,phosphatidylethanolamine binding
methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,ubiquinol to cytochrome c,u5 snrnp,gamma-delta intraepithelial t cell differentiation,ctf18 rfc-like complex
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,k48-linked ubiquitination,glutathione-disulfide reductase (nadph) activity,cellular response to prostaglandin d stimulus,secretory granule location
glutathione-disulfide reductase (nadph) activity,myo-inositol transmembrane transporter activity,pyrroline-5-carboxylate reductase activity,methyl/ethyl malonyl-coa decarboxylase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,histone h2axs140 phosphatase activity
mucin-type glycoprotein,regulation of heart rate,regulation of feeding behavior,receptor clustering,membrane proton transmembrane transport,mrna editing
phospholipid biosynthetic process,glutathione-disulfide reductase (nadph) activity,coenzyme q10 biosynthesis,histone h2axs140 phosphatase activity,aldose 1-epimerase activity,secretory granule location
cpnpg substrates,h2bs36,chemical synapse,h3s57),t cell mediated immunity,eif4f complex
membrane depolarization during sa node cell action potential,pathological condition,response to light stimulus,carbon dioxide transport,membrane-bound organelle localization,response to zinc ion
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,electrolyte balance,glucose-1
choline catabolic process,cytoplasmic ribonucleoprotein granule localization,mitotic cell cycle progression,neuromuscular junction,protein-protein interactions (β-catenin),cytoplasmic ribonucleoprotein granule association
histone h2axs140 phosphatase activity,glutathione-disulfide reductase (nadph) activity,aldose 1-epimerase activity,secretory granule location,cellular response to prostaglandin d stimulus,coenzyme q10 biosynthesis
cellular bioenergetics,locomotion,glycolate catabolic process,extracellular matrix structural constituent,vitamin b6 metabolic process,mapk pathway
'de novo' nad biosynthetic process from tryptophan,phospholipid biosynthetic process,coenzyme q10 biosynthesis,store-operated calcium entry,rdna heterochromatin formation,intron removal
protein localization to site of double-strand break,protein localization to organelle,protein localization to centrosome,protein catabolic process at postsynapse,protein localization to cell surface,protein localization to plasma membrane regulation
cytoplasmic ribonucleoprotein granule association,chromocenter,cytoplasmic ribonucleoprotein granule,cell leading edge,membrane protein proteolysis,protein-protein interactions (β-catenin)
gamma-delta intraepithelial t cell differentiation,u5 snrnp,scaffolding protein function,methyl/ethyl malonyl-coa decarboxylase activity,solute:inorganic anion antiporter activity,k11-linked ubiquitination
phospholipid biosynthetic process,coenzyme q10 biosynthesis,'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,rdna heterochromatin formation,histone h2axy142 phosphatase activity
solute:inorganic anion antiporter activity,gamma-delta intraepithelial t cell differentiation,spliceosomal complex assembly,u5 snrnp,dgc complex,spliceosome complex assembly
tumor suppressor gene regulation,nurd complex,tumor type association,organelle biogenesis,tumor suppressor gene expression,tumor recognition
bone morphogenetic protein signaling pathway,cancer invasion,cancer related alteration in expression,electrochemical gradient establishment,electrolyte balance,copii-coated vesicle cargo loading
corvet complex,viral genome replication regulation,immune system signaling,gamma-delta intraepithelial t cell differentiation,retrotransposon activity,n(6)-l-threonylcarbamoyladenine synthase activity
pyrroline-5-carboxylate reductase activity,glutathione-disulfide reductase (nadph) activity,phosphatidylethanolamine biosynthetic process,histone h2axs140 phosphatase activity,alcohol dehydrogenase (nad+) activity,secretory granule location
cullin 3 complex,smoothened signaling pathway modulation,mrna metabolic process,receptor internalization regulation,mrna regulation,receptor clustering regulation
phospholipid biosynthetic process,coenzyme q10 biosynthesis,'de novo' nad biosynthetic process from tryptophan,rdna heterochromatin formation,store-operated calcium entry,glutathione-disulfide reductase (nadph) activity
tumor microenvironment adaptation,cellular movement,organelle biogenesis,gliogenesis,zyxin,rotational mechanism
t cell mediated immunity,t cell activation,tnf signaling,podosome,gliogenesis,wnt signaling
cilium assembly negative regulation,coenzyme q10 biosynthesis,ketone body catabolism,intron removal,rdna heterochromatin formation,phospholipid biosynthetic process
store-operated calcium entry,vcp-npl4-ufd1 aaa atpase complex,rdna heterochromatin formation,phospholipid biosynthetic process,coenzyme q10 biosynthesis,trapp complex
protein localization to organelle,protein localization to site of double-strand break,protein localization to centrosome,protein localization to cell surface,protein localization to plasma membrane regulation,protein catabolic process at postsynapse
glucose-1,chemokine receptor binding,leukotriene metabolism,thiolester hydrolase activity,regulation of synaptic activity,phospholipid transfer activity
metastasis modulation,interleukin-20 binding,interleukin-22 binding,protein targeting to peroxisome,protein localization to cell junction,function regulation
u5 snrnp,scaffolding protein function,spliceosome complex assembly,spliceosome assembly,all-trans-retinol 13,ctf18 rfc-like complex
gamma-delta intraepithelial t cell differentiation,myo-inositol transmembrane transporter activity,dol-p-man:man(5)glcnac(2)-pp-dol alpha-1,methylmalonyl-coa epimerase activity,methyl/ethyl malonyl-coa decarboxylase activity,solute:inorganic anion antiporter activity
glutathione-disulfide reductase (nadph) activity,kinetochore association,dihydroorotate dehydrogenase activity,translocation complex,neurodevelopment disruption,pyrroline-5-carboxylate reductase activity
myo-inositol transmembrane transporter activity,phosphatidylethanolamine biosynthetic process,methyl/ethyl malonyl-coa decarboxylase activity,cellular response to prostaglandin d stimulus,histone h2axs140 phosphatase activity,diphosphomevalonate decarboxylase activity
bone morphogenetic protein signaling pathway,protein tyrosine kinase adaptor activity,pathogen defense,mrna degradation,copii-coated vesicle cargo loading,3'
nucleus,imprinting,cullin 3 complex,rab6-interacting golgin,regulation of protein lipidation,mitochondrial matrix
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,keratin filament cross-linking,gamma-delta intraepithelial t cell differentiation,solute:inorganic anion antiporter activity,k48-linked ubiquitination
golgi apparatus mannose trimming,taste perception,epithelial-to-mesenchymal transition (emt) regulation,emt modulation,3-keto-sphinganine metabolic process,dgc complex
bone morphogenetic protein signaling pathway,electrochemical gradient establishment,mrna degradation,angiotensin type ii receptor activity,tumor type association,3'
pyrroline-5-carboxylate reductase activity,immune system signaling pathway,immune cell development,neurotrophin receptor activity,4-alpha-oligoglucan phosphorylase activity,phosphatidylcholine biosynthetic process
'de novo' amp synthesis,spliceosomal complex assembly,spliceosome complex assembly,'de novo' imp synthesis,'de novo' gmp synthesis,'de novo' purine biosynthesis
choline catabolic process,tap complex binding,vesicle tethering to endoplasmic reticulum,phosphorylated serine/threonine binding,therapy response,polysaccharide chain biosynthetic process
biomineral tissue development,histone h2ak15 ubiquitination,mineralocorticoid biosynthesis,electrophysiological properties,eosinophil recruitment,striated muscle contraction regulation
neurodevelopmental abnormalities,biomineralization,biotin ligase activity,biomineral tissue development,striated muscle contraction regulation,electrophysiological properties
gliogenesis,myeloid cell homeostasis,zyxin,rotational mechanism,cellular movement,tnf signaling
developmental abnormalities,biomineralization,biotin ligase activity,cellular architecture modulation,diacyglycerol binding,lipid hydroperoxide reduction
coenzyme q10 biosynthesis,myo-inositol transport,u1 snrnp,erad pathway regulation,schwann cell migration,snare complex assembly regulation
developmental abnormalities,biomineralization,biotin ligase activity,cellular architecture modulation,diacyglycerol binding,lipid hydroperoxide reduction
cellular response to growth factor stimulus,pathogen clearance,natriuretic peptide hormone activity,cancer invasion,processivity factor activity,factor xii activation
zyxin,glucose-1,regulation of neuronal synaptic plasticity,rotational mechanism,thiolester hydrolase activity,wnt signaling
udp-d-xylose:beta-d-glucoside alpha-1,rab6-interacting golgin,mitochondrial matrix,complex iv assembly,mit domain binding,spliceosome assembly
aldo-keto reductase (nadph) activity,scaffolding protein function,myo-inositol transport,spliceosomal complex localization,coenzyme q10 biosynthesis,u5 snrnp
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,secretory granule location,aldose 1-epimerase activity,phospholipid biosynthetic process,cellular response to prostaglandin d stimulus
thiamine pyrophosphate transmembrane transport,alpha-n-acetylgalactosaminide alpha-2,serine/threonine-protein phosphatase activity,3-d-xylosyltransferase activity,mrna decay activator,3'-phosphoadenosine 5'-phosphosulfate transmembrane transport
organelle biogenesis,tumor suppressor gene regulation,nicotinamide nucleotide metabolic process,nicotinate phosphoribosyltransferase activity,tumor-suppressive effect.,organelle assembly
choline catabolic process,chloride channel activity,neuromuscular process,erythroid differentiation disruption,chromosomal demethylation pathway,sam complex
small gtpase-mediated signal transduction,non-coding rna regulation,post-golgi vesicle-mediated transport,cancer-related regulation,immune complex clearance,jnk cascade regulation
ctf18 rfc-like complex,gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,ubiquinol to cytochrome c,myo-inositol transmembrane transporter activity
developmental abnormalities,lipid hydroperoxide reduction,protein localization to site of double-strand break,cellular architecture modulation,diacyglycerol binding,potential therapeutic target
gamma-delta intraepithelial t cell differentiation,u5 snrnp,scaffolding protein function,solute:inorganic anion antiporter activity,spliceosomal complex assembly,spliceosome complex assembly
phospholipid biosynthetic process,rdna heterochromatin formation,coenzyme q10 biosynthesis,store-operated calcium entry,cilium assembly negative regulation,retinal development
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,secretory granule location,phospholipid biosynthetic process,cellular response to prostaglandin d stimulus,aldose 1-epimerase activity
eif4f complex,mitotic spindle assembly,hindbrain development,immune cell recruitment,chemical synapse,h2bs36
snare complex assembly regulation,snare complex assembly,myo-inositol transport,schwann cell migration,limited functional characterization,coenzyme q10 biosynthesis
aldose 1-epimerase activity,coenzyme q10 biosynthesis,phospholipid biosynthetic process,cellular response to prostaglandin d stimulus,secretory granule location,histone h2axy142 phosphatase activity
cellular response to stimuli (insulin,response to nutrient levels,cell projection,membrane-bound organelle localization,lipid modification,cell projection association
bone morphogenetic protein signaling pathway,phosphoinositide binding,peptidase activity,bone morphogenetic protein signaling,phosphoprotein binding,phospholipase activity
bone morphogenetic protein signaling pathway,ionotropic glutamate receptor signaling pathway,receptor tyrosine kinase adaptor activity,calcium/diacylglycerol-dependent kinase activity,bone formation,nuclear pore complex interacting protein
tumor type association,mrna degradation,electrochemical gradient establishment,tumor suppressor gene regulation,imprinting,tumor suppressor gene expression
tumor type association,tumor suppressor gene regulation,electrochemical gradient establishment,mrna degradation,tumor suppressor gene expression,tumor suppressor gene.
quinone metabolic process,viral life cycle,complex i assembly,immune cell recruitment,inflammation,proline biosynthesis
gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,solute:inorganic anion antiporter activity,eif2 complex assembly,keratin filament cross-linking,methylmalonyl-coa epimerase activity
gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,methylmalonyl-coa epimerase activity,extrinsic apoptotic signaling pathway regulation,myo-inositol transmembrane transporter activity,dol-p-man:man(5)glcnac(2)-pp-dol alpha-1
inflammation-mediated tumor growth,viral process regulation,rna-dependent rna polymerase activity,cancer-related regulation,jnk cascade regulation,erbb-2 class receptor binding
protein localization to site of double-strand break,lipid hydroperoxide reduction,lipoprotein lipase inhibition,response to activity,bone morphogenetic protein signaling,lipid homeostasis disruption
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,k48-linked ubiquitination,gamma-delta intraepithelial t cell differentiation,scaffolding protein function,extrinsic apoptotic signaling pathway regulation
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,u5 snrnp,k48-linked ubiquitination,keratin filament cross-linking
mrna degradation,imprinting,tumor type association,cell growth,skeletal development,tumor suppressor gene regulation
protein localization to organelle,protein localization to site of double-strand break,protein localization to centrosome,protein localization to cell surface,protein localization to plasma membrane regulation,protein catabolic process at postsynapse
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,lipid hydroperoxide reduction,protein localization to plasma membrane regulation,protein catabolic process at postsynapse
mitochondrial respirasome assembly,protein localization to kinetochore,protein catabolic process at postsynapse,protein localization to cell surface,protein localization to cell-cell junction,microtubule depolymerization
scaffolding protein function,methyl/ethyl malonyl-coa decarboxylase activity,u5 snrnp,ubiquinol to cytochrome c,ctf18 rfc-like complex,gamma-delta intraepithelial t cell differentiation
eif2 complex assembly,u5 snrnp,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,solute:inorganic anion antiporter activity,gamma-delta intraepithelial t cell differentiation
coenzyme q10 biosynthesis,'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,phospholipid biosynthetic process,rdna heterochromatin formation,vcp-npl4-ufd1 aaa atpase complex
tumor-suppressive effect.,glucose-1,tumor suppressor gene regulation,organelle biogenesis,tumor microenvironment adaptation,electrolyte balance
coenzyme q10 biosynthesis,cilium assembly negative regulation,scaffold attachment factor b,schwann cell migration,erad pathway regulation,ketone body catabolism
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,scaffolding protein function,u5 snrnp,phosphatidylethanolamine biosynthetic process
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,scaffolding protein function,k48-linked ubiquitination,eif2 complex assembly,myo-inositol transmembrane transporter activity
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein catabolic process at postsynapse,lipid hydroperoxide reduction,protein localization to centrosome
regulation of immune response to tumor cell,peptidase activity,regulation of synaptic activity,phospholipid transfer activity,glucose-1,thiolester hydrolase activity
cytoplasmic ribonucleoprotein granule association,6-dehydratase activity,oligosaccharyltransferase complex subunit,type ii interferon receptor activity,3-d-xylosyltransferase activity,alpha-n-acetylgalactosaminide alpha-2
protein localization to site of double-strand break,lipid hydroperoxide reduction,protein localization to organelle,developmental abnormalities,protein localization to cell surface,protein localization to plasma membrane regulation
'de novo' nad biosynthetic process from tryptophan,phospholipid biosynthetic process,coenzyme q10 biosynthesis,store-operated calcium entry,rdna heterochromatin formation,intron removal
'de novo' nad biosynthetic process from tryptophan,coenzyme q10 biosynthesis,phospholipid biosynthetic process,rdna heterochromatin formation,store-operated calcium entry,cilium assembly negative regulation
cancer related alteration in expression,limb morphogenesis,lipid droplet biogenesis,cellular response to stimuli (insulin,response to activity,lipid asymmetry
ligand binding,neuron projection morphogenesis,developmental patterning,protein misfolding,biomineralization,innate immune response
zyxin,thiolester hydrolase activity,phospholipid transfer activity,rotational mechanism,wnt signaling,glucose-1
choline catabolic process,vesicle tethering to endoplasmic reticulum,interleukin-20 binding,xenobiotic detoxification,interleukin-8 binding,cellular response to amine stimulus
